"agg_day_period","agg_time_period","month","geography","bounds","xlat","xlon","activity_index_total"
0,4,"2020-07",30223132003022212,"-80.06423950195312, 43.487801256918836, -80.0628662109375, 43.48879760004999",43.4883,-80.06355,0
0,4,"2020-07",30223132003032312,"-80.03814697265625, 43.48680489735276, -80.03677368164062, 43.487801256918836",43.4873,-80.03746,0.025428
0,5,"2020-07",30223132001333120,"-79.98458862304688, 43.52166770320007, -79.98321533203125, 43.52266348752663",43.52217,-79.9839,0.01528
0,7,"2020-07",30223132003111220,"-79.99008178710938, 43.50971700928806, -79.98870849609375, 43.51071299084371",43.51022,-79.9894,0.012682
1,5,"2020-07",30223132003113324,"-79.98458862304688, 43.5007524356904, -79.98321533203125, 43.50174856516505",43.50125,-79.9839,0.069259
1,6,"2020-07",30223132002133112,"-80.07110595703125, 43.49079023700749, -80.06973266601562, 43.491786530833764",43.49129,-80.07042,0
1,9,"2020-07",30223132003301208,"-80.01068115234375, 43.479829920215465, -80.00930786132812, 43.48082639482503",43.48033,-80.00999,0.09076
0,0,"2020-07",30223132012012104,"-79.9530029296875, 43.50672896600785, -79.95162963867188, 43.5077249968701",43.50723,-79.95232,0.0278
0,10,"2020-07",30223132012012024,"-79.95849609375, 43.50473685497695, -79.95712280273438, 43.50573291871012",43.50523,-79.95781,0
0,10,"2020-07",30223132012303232,"-79.92141723632812, 43.46986427021842, -79.9200439453125, 43.47086090917324",43.47036,-79.92073,0.083123
0,3,"2020-07",30223132013001020,"-79.881591796875, 43.513700836896966, -79.88021850585938, 43.51469675271006",43.5142,-79.88091,0.062365
0,4,"2020-07",30223132012303204,"-79.92416381835938, 43.47086090917324, -79.92279052734375, 43.471857531693665",43.47136,-79.92348,0.035337
0,4,"2020-07",30223132010202320,"-79.9749755859375, 43.533616030339594, -79.97360229492188, 43.534611617432816",43.53411,-79.97429,0.006128
0,4,"2020-07",30223132012230032,"-79.95437622070312, 43.46587755005585, -79.9530029296875, 43.466874254747935",43.46638,-79.95369,0.012866
0,5,"2020-07",30223132012230304,"-79.9530029296875, 43.462887337374355, -79.95162963867188, 43.463884091369046",43.46339,-79.95232,0.019047
0,5,"2020-07",30223132012000204,"-79.97909545898438, 43.51071299084371, -79.97772216796875, 43.51170895596376",43.51121,-79.97841,0.021142
0,5,"2020-07",30223132012231012,"-79.94476318359375, 43.466874254747935, -79.94338989257812, 43.467870943005735",43.46737,-79.94408,0.012817
0,6,"2020-07",30223132010023012,"-79.96536254882812, 43.554519907634976, -79.9639892578125, 43.55551514955973",43.55502,-79.96468,0.020712
0,6,"2020-07",30223132012102024,"-79.9365234375, 43.50473685497695, -79.93515014648438, 43.50573291871012",43.50523,-79.93584,0.024889
0,6,"2020-07",30223132013000112,"-79.88296508789062, 43.51469675271006, -79.881591796875, 43.51569265208744",43.51519,-79.88228,0.01266
0,6,"2020-07",30223132012031012,"-79.94338989257812, 43.49975628978044, -79.9420166015625, 43.5007524356904",43.50025,-79.9427,0.014673
0,7,"2020-07",30223132012121104,"-79.91867065429688, 43.498760127435226, -79.91729736328125, 43.49975628978044",43.49926,-79.91798,0.005115
0,7,"2020-07",30223132012231224,"-79.94613647460938, 43.460893780082586, -79.94476318359375, 43.46189056694553",43.46139,-79.94545,0.04555
0,7,"2020-07",30223132010222232,"-79.97772216796875, 43.51768440153493, -79.97634887695312, 43.518680251605",43.51818,-79.97704,0.0073
0,7,"2020-07",30223132012120128,"-79.92828369140625, 43.49776394865477, -79.92691040039062, 43.498760127435226",43.49826,-79.9276,0.057264
0,8,"2020-07",30223132012301320,"-79.91867065429688, 43.477836921692386, -79.91729736328125, 43.47883342917124",43.47834,-79.91798,0.022151
0,9,"2020-07",30223132012013328,"-79.93927001953125, 43.50174856516505, -79.93789672851562, 43.50274467820439",43.50225,-79.93858,0.019377
0,9,"2020-07",30223132012000332,"-79.97085571289062, 43.50971700928806, -79.969482421875, 43.51071299084371",43.51022,-79.97017,0
0,9,"2020-07",30223132012102120,"-79.92965698242188, 43.50573291871012, -79.92828369140625, 43.50672896600785",43.50623,-79.92897,0.01436
1,1,"2020-07",30223132012010312,"-79.94888305664062, 43.51170895596376, -79.947509765625, 43.51270490464819",43.51221,-79.9482,0.039784
1,10,"2020-07",30223132012102320,"-79.9310302734375, 43.50174856516505, -79.92965698242188, 43.50274467820439",43.50225,-79.93034,0.003244
1,4,"2020-07",30223132013000128,"-79.88433837890625, 43.513700836896966, -79.88296508789062, 43.51469675271006",43.5142,-79.88365,0.074506
1,5,"2020-07",30223132010023012,"-79.96536254882812, 43.554519907634976, -79.9639892578125, 43.55551514955973",43.55502,-79.96468,0.034849
1,5,"2020-07",30223132010212212,"-79.95574951171875, 43.534611617432816, -79.95437622070312, 43.53560718808973",43.53511,-79.95506,0.041109
1,6,"2020-07",30223132012013020,"-79.94613647460938, 43.50573291871012, -79.94476318359375, 43.50672896600785",43.50623,-79.94545,0
1,6,"2020-07",30223132012000200,"-79.98046875, 43.51170895596376, -79.97909545898438, 43.51270490464819",43.51221,-79.97978,0.058823
1,6,"2020-07",30223132012000212,"-79.97634887695312, 43.51071299084371, -79.9749755859375, 43.51170895596376",43.51121,-79.97566,0.182406
1,8,"2020-07",30223132012011324,"-79.94064331054688, 43.508721011296856, -79.93927001953125, 43.50971700928806",43.50922,-79.93996,0.016103
1,9,"2020-07",30223132012230112,"-79.94888305664062, 43.467870943005735, -79.947509765625, 43.468867614829236",43.46837,-79.9482,0.039784
1,9,"2020-07",30223132012002112,"-79.97085571289062, 43.50672896600785, -79.969482421875, 43.5077249968701",43.50723,-79.97017,0.020827
0,6,"2020-07",30223132022110100,"-80.08346557617188, 43.38808395264865, -80.08209228515625, 43.389081939117496",43.38858,-80.08278,0.007265
1,6,"2020-07",30223132021333300,"-79.98458862304688, 43.39207579993303, -79.98321533203125, 43.39307372067443",43.39257,-79.9839,0.075894
0,10,"2020-07",30223132031023312,"-79.87335205078125, 43.424001113254754, -79.87197875976562, 43.42499850815809",43.4245,-79.87267,0.020687
0,10,"2020-07",30223132030221220,"-79.96810913085938, 43.3980630779016, -79.96673583984375, 43.39906090005085",43.39856,-79.96742,0.013876
0,3,"2020-07",30223132030133020,"-79.903564453125, 43.425995886628485, -79.90219116210938, 43.42699324866587",43.42649,-79.90288,0.006663
0,5,"2020-07",30223132033332332,"-79.81704711914062, 43.32517767999294, -79.815673828125, 43.32617670160033",43.32568,-79.81636,0.034896
0,6,"2020-07",30223132033223100,"-79.87472534179688, 43.33217048621886, -79.87335205078125, 43.33316939281733",43.33267,-79.87404,0.058408
0,8,"2020-07",30223132033230200,"-79.86923217773438, 43.336166014032734, -79.86785888671875, 43.337164854911094",43.33667,-79.86855,0.03285
0,9,"2020-07",30223132033303332,"-79.82940673828125, 43.341160054123065, -79.82803344726562, 43.342158812850535",43.34166,-79.82872,0.026295
