SCIENTIFIC_NAME,FAMILY,SUB_SPECIES,Synonym,AUTHOR,ENGLISH_COMMON_NAME,Growth_form,GBIF_record_number,ROM__record_number,Combined_abund_scaled,S_RANK,COSEWIC_STATUS,G_RANK,EXOTIC_NATIVE,EXOTIC_RANK,Cultivated,Year_first_record_exotic
Solidago hispida,Asteraceae,,,Muhl. ex Willd.,Hairy Goldenrod,Herbaceous,5,11,15,S5,,G5,N,,,NA
Solidago juncea,Asteraceae,,,Ait.,Early Goldenrod,Herbaceous,15,16,23,S5,,G5,N,,,NA
Solidago nemoralis,Asteraceae,,,,Gray-stemmed Goldenrod,Herbaceous,11,17,24,S5,,G5,N,,,NA
Solidago ohioensis,Asteraceae,,,Riddell,Ohio Goldenrod,Herbaceous,NA,1,3,S4,,G4,N,,,NA
Solidago patula,Asteraceae,,,Muhl. ex Willd.,Round-leaved Goldenrod,Herbaceous,4,11,15,S4,,G5,N,,,NA
Solidago ptarmicoides,Asteraceae,,,(Nees) Boivin,Upland White Goldenrod,Herbaceous,3,NA,2,S5,,G5,N,,,NA
Solidago rigida,Asteraceae,rigida,,L.,Stiff-leaved Goldenrod,Herbaceous,1,1,2,S3,,G5,N,,,NA
Solidago rugosa,Asteraceae,rugosa,,P. Mill.,Rough-stemmed Goldenrod,Herbaceous,9,4,7,S5,,G5,N,,,NA
Solidago squarrosa,Asteraceae,,,Nutt.,Squarrose Goldenrod,Herbaceous,5,6,9,S4,,G4,N,,,NA
Solidago uliginosa,Asteraceae,,,Nutt.,Bog Goldenrod,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Sonchus arvensis,Asteraceae,,,,Glandular Field Sow-thistle,Herbaceous,21,24,35,SNA,,GNA,E,SE5,,1889
Sonchus asper,Asteraceae,,,(L.) Hill,Prickly Sow-thistle,Herbaceous,8,15,21,SNA,,GNA,E,SE5,,NA
Sonchus oleraceus,Asteraceae,,,L.,Common Sow-thistle,Herbaceous,7,2,5,SNA,,GNA,E,SE5,,1971
Sophora japonica,Fabaceae,,,(L.) Schott,Pagoda tree,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Sorbaria sorbifolia,Rosaceae,,,(L.) A. Braun,False Spiraea,Shrub,13,7,12,SNA,,G5,E,SE4,,1954
Sorbus americana,Rosaceae,,,Marsh.,American mountain-ash,Tree,NA,NA,NA,S5,,G5,N,,,NA
Sorbus aucuparia,Rosaceae,,,L.,European Mountain-ash,Shrub/tree,19,5,11,SNA,,G5,E,SE4,,NA
Sorbus aria,Rosaceae,,,Crantz,Whitebeam,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Sorbus decora,Rosaceae,,,(Sarg.) Schneid.,Northern Mountain-ash,Shrub/tree,1,1,2,S5,,G5,N,,,NA
Sorbus hybrida,Rosaceae,,,L.,mountain ash,Tree,NA,5,13,SNA,,GNA,E,SE?,y,NA
Sorbus intermedia,Rosaceae,,,(Ehrh.) Pers.,Swedish Whitebeam,Tree,NA,2,5,SNA,,GNA,E,SE1,,1956
Sorbus x thuringiaca,Rosaceae,,,(Ilse) Fritsch,Lollipoptree,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Sorghastrum nutans,Poaceae,,,(L.) Nash,Yellow Indiangrass,Graminoid,15,10,16,S4,,G5,N,,,NA
Sorghum bicolor,Poaceae,,,(L.) Moench,Sorghum,Graminoid,NA,NA,NA,SNA,,GNA,E,SE1,y,NA
Sparganium americanum,Typhaceae,,,Nutt.,American Burreed,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Sparganium emersum,Typhaceae,emersum,,Rehmann,Green-fruited Burreed,Herbaceous,5,3,5,S?,,G5,N,,,NA
Sparganium eurycarpum,Typhaceae,,,Engelm. ex Gray,Broad-fruited Burreed,Herbaceous,7,10,14,S5,,G5,N,,,NA
Sparganium natans,Typhaceae,,,L.,Small Burreed,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Sparmannia africana,Malvaceae,,,L.f.,,Shrub/tree,NA,1,3,SNA,,GNA,E,SE?,y,1970
Spartina pectinata,Poaceae,,,Bosc ex Link,prairie cordgrass,Graminoid,NA,1,3,S?,,G5,N,,,NA
Spergula arvensis,Caryophyllaceae,,,L.,Corn Spurrey,Herbaceous,NA,1,3,SNA,,GNA,E,SE4,,1904
Spergularia media,Caryophyllaceae,,,(L.) Presl ex Griseb.,Greater Sea-spurrey,Herbaceous,2,NA,1,SNA,,GNA,E,SE3,,NA
Spergularia rubra,Caryophyllaceae,,,(L.) J.& K. Presl,Red Sand-spurrey,Herbaceous,1,NA,1,SNA,,G5,E,SE3,,NA
Spergularia salina,Caryophyllaceae,,Spergularia marina,J.& K. Presl,Saltmarsh Sand-spurrey,Herbaceous,NA,7,18,S1,,G5,N,,,NA
Sphenopholis intermedia,Poaceae,,,(Rydb.) Rydb.,Slender Wedge Grass,Graminoid,NA,3,8,S4,,G5,N,,,NA
Spiraea alba,Rosaceae,,,Du Roi,White Meadowsweet,Shrub,7,1,3,S5,,G5,N,,,NA
Spiraea douglasii,Rosaceae,,,Hook.,,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,1954
Spiraea japonica,Rosaceae,,Spiraea bumalda,L. f.,Japanese Spiraea,Shrub,NA,1,3,SNA,,G5,E,SE1,,NA
Spiraea prunifolia,Rosaceae,,,Siebold & Zucc.,Bridal-wreath,Shrub,NA,2,5,SNA,,G5,E,SE1,,1954
Spiraea thunbergii,Rosaceae,,,Sieb. ex Blume,Thunberg's Meadowsweet,Shrub,1,2,3,SNA,,GNA,E,SE1,,1960
Spiraea tomentosa,Rosaceae,,,L.,Steeplebush,Shrub,NA,NA,NA,S5,,G5,N,,,NA
Spiraea trilobata,Rosaceae,,,L.,,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,1998
Spiraea vanhouttei,Rosaceae,,,(Briot) Zabel,,Shrub,NA,2,5,SNA,,GNA,E,SE?,y,1973
Spiraea x vanhouttei,Rosaceae,,,(Briot) Carr.,(Spiraea cantoniensis X Spiraea trilobata),Shrub,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Spiranthes casei,Orchidaceae,,,Catling & Cruise,Case's Ladies'-tresses,Herbaceous,1,NA,1,S4,,G4,N,,,NA
Spiranthes cernua,Orchidaceae,,,(L.) Rich.,nodding lady's tresses,Herbaceous,5,18,24,S?,,G?,N,,,NA
Spiranthes lacera,Orchidaceae,lacera,,(Raf.) Raf.,Slender Ladies'-tresses,Herbaceous,7,1,3,S4,,G5,N,,,NA
Spiranthes lucida,Orchidaceae,,,(H.H. Eat.) Ames,Shining Ladies'-tresses,Herbaceous,8,NA,4,S4,,G4,N,,,NA
Spiranthes magnicamporum,Orchidaceae,,,Sheviak,Great Plains Ladies'-tresses,Herbaceous,2,1,2,S3,,G3,N,,,NA
Spiranthes romanzoffiana,Orchidaceae,,,Cham.,Hooded Ladies'-tresses,Herbaceous,NA,2,5,S5,,G5,N,,,NA
Spirodela polyrhiza,Araceae,,,(L.) Schleiden.,Great Duckweed,Herbaceous,4,3,5,S5,,G5,N,,,NA
Sporobolus compositus,Poaceae,,Sporobolus asper,(Poir.) Merr.,Rough Dropseed,Graminoid,2,1,2,S4,,G5,N,,,NA
Sporobolus cryptandrus,Poaceae,,,(Torr.) Gray,Sand Dropseed,Graminoid,6,15,20,S4,,G5,N,,,NA
Sporobolus neglectus,Poaceae,,,Nash,Small Dropseed,Graminoid,2,3,5,S4,,G5,N,,,NA
Sporobolus vaginiflorus,Poaceae,,,(Torr. ex Gray) Wood,Sheathed Dropseed,Graminoid,4,1,3,S5,,G5,N,,,NA
Stachys byzantina,Lamiaceae,,,K. Koch ex Scheele,Woolly Hedge-nettle,Herbaceous,3,1,2,SNA,,GNA,E,SE1,,NA
Stachys hispida,Lamiaceae,,,Pursh,Hispid Hedge-nettle,Herbaceous,NA,1,3,S4,,G4,N,,,NA
Stachys palustris,Lamiaceae,,,L.,Marsh Hedge-nettle,Herbaceous,2,1,2,SNA,,G5,E,SE5,,1897
Staphylea trifolia,Staphyleaceae,,,L.,American Bladdernut,Shrub/tree,28,25,37,S4,,G5,N,,,NA
Stellaria borealis,Caryophyllaceae,,,Bigelow,Boreal Starwort,Herbaceous,NA,3,8,S5,,G5,N,,,NA
Stellaria crispa,Caryophyllaceae,,,Cham. & Schltdl.,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,,1893
Stellaria graminea,Caryophyllaceae,,,L.,Grass-leaved Starwort,Herbaceous,NA,4,10,SNA,,GNA,E,SE5,,1973
Stellaria longifolia,Caryophyllaceae,,,Muhl. ex Willd.,Long-leaved Starwort,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Stellaria longipes,Caryophyllaceae,,,Goldie,Long-stalked Starwort,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Stellaria media,Caryophyllaceae,,,(L.) Vill.,Common Chickweed,Herbaceous,3,NA,2,SNA,,GNA,E,SE5,,NA
Stratiotes aloides,Hydrocharitaceae,,,L.,Water Soldiers,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Streptopus lanceolatus,Liliaceae,,Streptopus roseus,(Aiton) Reveal,Rose Twisted-stalk,Herbaceous,22,20,30,S5,,G5,N,,,NA
Stuckenia filiformis,Potamogetonaceae,,,(Pers) Boerner,Thread-leaved Pondweed,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Stuckenia pectinata,Potamogetonaceae,,Potamogeton pectinatus,(L.) Boerner,Sago Pondweed,Herbaceous,7,13,18,S5,,G5,N,,,NA
Stylophorum diphyllum,Papaveraceae,,,(Michx.) Nutt.,Wood-poppy,Herbaceous,NA,NA,NA,S1,END,G5,U,,,NA
Symphoricarpos albus,Caprifoliaceae,laevigatus,,(Fern.) Blake,Smooth Common Snowberry,Shrub,33,20,32,SNA,,G5,E,SE1,,NA
Symphoricarpos orbiculatus,Caprifoliaceae,,,Moench,Coralberry,Shrub,1,2,3,SNA,,G5,E,SE1,,1897
Symphyotrichum boreale,Asteraceae,,Aster borealis,(Torr. & Gray) A. & D. Löve,Rush Aster,Herbaceous,2,2,3,S5,,G5,N,,,NA
Symphyotrichum ciliatum,Asteraceae,,,(Ledeb.) Nesom,Rayless Alkali Aster,Herbaceous,133,20,56,S3,,G5,N,,,NA
Symphyotrichum ciliolatum,Asteraceae,,,(Lindl.) ‚àö√Ö.L‚àö‚àÇve & D.L‚àö‚àÇve,Lindley's Aster,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Symphyotrichum cordifolium,Asteraceae,,,(L.) Nesom,Heart-leaved Aster,Herbaceous,NA,41,100,S5,,G5,N,,,NA
Symphyotrichum dumosum,Asteraceae,,,(L.) Nesom,Bushy Aster,Herbaceous,1,NA,1,S2,,G5,N,,,NA
Symphyotrichum ericoides,Asteraceae,ericoides,Aster ericoides,(L.) Nesom,White Heath Aster,Herbaceous,23,45,60,S5,,G5,N,,,NA
Symphyotrichum firmum,Asteraceae,,,(Nees) Nesom,Glossy-leaved Aster,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Symphyotrichum laeve,Asteraceae,,Aster laevis,(L.) A.& D. Löve,Smooth Aster,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Symphyotrichum lanceolatum,Asteraceae,,,,White Panicled Aster,Herbaceous,27,30,43,S5,,G5,N,,,NA
Symphyotrichum lateriflorum,Asteraceae,,,,Calico Aster,Herbaceous,14,18,26,S5,,G5,N,,,NA
Symphyotrichum lowrieanum,Asteraceae,,,(Porter) G.L. Nesom,Lowrie's blue wood aster,Herbaceous,NA,NA,NA,S?,,G?,U,,,NA
Symphyotrichum novae-angliae,Asteraceae,,,(L.) Nesom,New England Aster,Herbaceous,172,35,83,S5,,G5,N,,,NA
Symphyotrichum ontarionis,Asteraceae,,Aster ontarionis,(Wieg.) Nesom,Ontario Aster,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Symphyotrichum oolentangiense,Asteraceae,,Aster oolentangiensis,(Riddell) Nesom,Sky-blue Aster,Herbaceous,7,26,34,S4,,G5,N,,,NA
Symphyotrichum pilosum,Asteraceae,pringlei,Aster pilosus,(Gray) Nesom,Pringle's Aster,Herbaceous,1,20,25,S4,,G5,N,,,NA
Symphyotrichum pilosum,Asteraceae,pilosus,Aster pilosus,(Willd.) Nesom,Old Field Aster,Herbaceous,4,20,26,S5,,G5,N,,,NA
Symphyotrichum pratense,Asteraceae,,,(Raf.) G.L.Nesom,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,,NA
Symphyotrichum puniceum,Asteraceae,puniceus,Aster puniceus,(L.) A.& D. Löve,Swamp Aster,Herbaceous,6,19,25,S5,,G5,N,,,NA
Symphyotrichum urophyllum,Asteraceae,,Aster urophyllus,(Lindl.) Nesom,Arrow-leaved Aster,Herbaceous,3,3,5,S4,,G4,N,,,NA
Symphyotrichum x amethystinum,Asteraceae,,Aster x amethystinus,(Nutt.) Nesom,(Symphyotrichum ericoides X Symphyotrichum novae-angliae),Herbaceous,NA,5,13,SNA,,GNA,N,,,NA
Symphytum asperum,Boraginaceae,,,Lepechin,Prickly Comfrey,Herbaceous,NA,3,8,SNA,,GNA,E,SE2,,NA
Symphytum officinale,Boraginaceae,,,L.,Common Comfrey,Herbaceous,14,2,6,SNA,,GNA,E,SE5,,NA
Symplocarpus foetidus,Araceae,,,(L.) Salisb. ex Nutt.,Skunk Cabbage,Herbaceous,30,15,26,S5,,G5,N,,,NA
Syringa reticulata,Oleaceae,,,(Blume) Hara,Japanese Tree Lilac,Shrub/tree,6,NA,3,SNA,,GNA,E,SE1,,NA
Syringa vulgaris,Oleaceae,,,L.,Common Lilac,Shrub/tree,39,5,16,SNA,,GNA,E,SE5,,NA
Syringa x prestoniae,Oleaceae,,,NA,Preston lilac,Shrub/tree,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Taenidia integerrima,Apiaceae,,,(L.) Drude,Yellow Pimpernel,Herbaceous,6,17,23,S4,,G5,N,,,NA
Tanacetum balsamita,Asteraceae,,,L.,Costmary,Herbaceous,1,NA,1,SNA,,G5,E,SE3,,NA
Tanacetum bipinnatum,Asteraceae,,,(L.) Sch.Bip.,Dwarf Tansy,Herbaceous,NA,2,5,S4,,G5,N,,,NA
Tanacetum parthenium,Asteraceae,,,(L.) Schultz-Bip.,Common Feverfew,Herbaceous,1,4,6,SNA,,GNA,E,SE3,,1902
Tanacetum vulgare,Asteraceae,,,L.,Common Tansy,Herbaceous,47,3,15,SNA,,GNA,E,SE5,,1972
Taraxacum erythrospermum,Asteraceae,,,Andrz. ex Bess.,Red-seeded Dandelion,Herbaceous,8,NA,4,SNA,,GNA,E,SE5,,NA
Taraxacum officinale,Asteraceae,,,G.H. Weber ex Wiggers,Common Dandelion,Herbaceous,78,24,48,SNA,,G5,E,SE5,,NA
Taraxacum palustre,Asteraceae,,,(Lyons) Symons,Marsh Dandelion,Herbaceous,1,1,2,SNA,,GNA,E,SE5,,1992
Tarenaya hassleriana,Cleomaceae,,,(Chod.) H.H. Iltis,Pink-queen,Herbaceous,1,NA,1,SNA,,GNA,E,SE1,,NA
Taxodium distichum,Cupressaceae,,,(L.) Rich.,Bald cypress,Tree,NA,NA,NA,SNA,,G5,E,SE?,,NA
Taxus canadensis,Taxaceae,,,Marsh.,Canada Yew,Shrub,4,4,6,S4,,G5,N,,,NA
Taxus cuspidata,Taxaceae,,,Siebold & Zucc.,,Tree,NA,1,3,SNA,,GNA,E,SE?,y,1991
Teucrium canadense,Lamiaceae,canadense,,L.,Canada Germander,Herbaceous,3,3,5,S4,,G5,N,,,NA
Thalictrum dioicum,Ranunculaceae,,,L.,Early Meadow-rue,Herbaceous,38,32,48,S5,,G5,N,,,NA
Thalictrum pubescens,Ranunculaceae,,,Pursh,Tall Meadow-rue,Herbaceous,15,11,17,S5,,G5,N,,,NA
Thalictrum revolutum,Ranunculaceae,,,DC.,,Herbaceous,NA,1,3,S5,,G5,N,,,NA
Thelypteris noveboracensis,Thelypteridaceae,,,(L.) Nieuwl.,New York Fern,Herbaceous,NA,3,8,S4,,G5,N,,,NA
Thelypteris palustris,Thelypteridaceae,pubescens,,Schott,Marsh Fern,Herbaceous,14,NA,7,S5,,G5,N,,,NA
Thlaspi arvense,Brassicaceae,,,L.,Field Penny-cress,Herbaceous,NA,16,39,SNA,,GNA,E,SE5,,1892
Thuja occidentalis,Cupressaceae,,,L.,Eastern White Cedar,Tree,83,8,30,S5,,G5,N,,,NA
Thymus praecox,Lamiaceae,arcticus,,Opiz,Creeping Thyme,Herbaceous,4,2,4,SNA,,GNA,E,SE3,,1905
Thymus pulegioides,Lamiaceae,,,L.,Lemon Thyme,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Tiarella cordifolia,Saxifragaceae,,,L.,Heart-leaved Foam-flower,Herbaceous,19,26,37,S5,,G5,N,,,NA
Tilia americana,Malvaceae,,,L.,American Basswood,Tree,64,20,40,S5,,G5,N,,,NA
Tilia cordata,Malvaceae,,,P. Mill.,Little-leaf Linden,Tree,16,4,9,SNA,,GNA,E,SE1,,NA
Tilia platyphyllos,Malvaceae,,,Scop.,,Tree,NA,5,13,SNA,,GNA,E,SE?,y,NA
Tilia tomentosa,Malvaceae,,,Moench,,Tree,NA,1,3,SNA,,GNA,E,SE?,y,1944
Tilia x euchlora,Malvaceae,,,K. Koch,,Tree,NA,2,5,SNA,,GNA,E,SE?,y,NA
Tilia x europaea,Malvaceae,,,L.,,Tree,NA,8,20,SNA,,GNA,E,SE?,y,NA
Torilis arvensis,Apiaceae,,,(Huds.) Link,spreading hedgeparsley,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Torilis japonica,Apiaceae,,,(Houtt.) DC.,Erect Hedge-parsley,Herbaceous,3,1,2,SNA,,GNA,E,SE4,,1990
Torreyochloa fernaldii,Poaceae,,,(Hitchc.) Church,False mannagrass,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Toxicodendron radicans,Anacardiaceae,,Rhus radicans,(L.) Kuntze,Poison Ivy,Vine,28,5,13,S5,,G5,N,,,NA
Toxicodendron vernix,Anacardiaceae,,Rhus vernix,(L.) Kuntze,Poison Sumac,Shrub/tree,2,2,3,S4,,G5,N,,,NA
Tradescantia virginiana,Commelinaceae,,,L.,Virginia Spiderwort,Herbaceous,NA,2,5,SNA,,G5,E,SE1,,1973
Tragopogon dubius,Asteraceae,,,Scop.,Yellow Goat's-beard,Herbaceous,7,2,5,SNA,,GNA,E,SE5,,1974
Tragopogon porrifolius,Asteraceae,,,L.,Purple Goat's-beard,Herbaceous,1,1,2,SNA,,GNA,E,SE4,,1924
Tragopogon pratensis,Asteraceae,,,L.,Meadow Goat's-beard,Herbaceous,7,6,9,SNA,,GNA,E,SE5,,1972
Triadenum fraseri,Clusiaceae,,,(Spach) Gleason,Fraser's St. John's-wort,Herbaceous,4,5,8,S5,,G5,N,,,NA
Triantha glutinosa,Tofieldiaceae,,,(Michx.) Baker,Sticky False Asphodel,Herbaceous,2,3,5,S4,,G5,N,,,NA
Trianthema portulacastrum,Aizoaceae,,,L.,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,2007
Tribulus eichlerianus,Zygophyllaceae,,,K.L.Wilson,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,NA
Trichophorum alpinum,Cyperaceae,,,(L.) Pers.,Alpine Clubrush,Graminoid,NA,NA,NA,S5,,G5,N,,,NA
Trichophorum planifolium,Cyperaceae,,,(Spreng.) Palla,Bashful Clubrush,Graminoid,1,NA,1,S1,END,G4,N,,,NA
Trifolium arvense,Fabaceae,,,L.,Rabbit-foot Clover,Herbaceous,8,24,32,SNA,,GNA,E,SE4,,NA
Trifolium aureum,Fabaceae,,,Pollich,Yellow Clover,Herbaceous,1,9,12,SNA,,GNA,E,SE5,,NA
Trifolium campestre,Fabaceae,,,Schreb.,Low Hop Clover,Herbaceous,NA,2,5,SNA,,GNA,E,SE5,,NA
Trifolium dubium,Fabaceae,,,Sibth.,Small Hop Clover,Herbaceous,NA,2,5,SNA,,GNA,E,SE4,,NA
Trifolium hybridum,Fabaceae,,,L.,Alsike Clover,Herbaceous,13,15,22,SNA,,GNA,E,SE5,,NA
Trifolium incarnatum,Fabaceae,,,L.,Crimson Clover,Herbaceous,NA,1,3,SNA,,GNA,E,SE1,,1897
Trifolium medium,Fabaceae,,,L.,Zigzag Clover,Herbaceous,1,1,2,SNA,,GNA,E,SEX,,1937
Trifolium pratense,Fabaceae,,,L.,Red Clover,Herbaceous,83,24,49,SNA,,GNA,E,SE5,,NA
Trifolium repens,Fabaceae,,,L.,White Clover,Herbaceous,70,12,31,SNA,,GNA,E,SE5,,NA
Triglochin maritima,Juncaginaceae,,,L.,Common Bog Arrow-grass,Graminoid,2,6,8,S5,,G5,N,,,NA
Triglochin palustris,Juncaginaceae,,,L.,Slender Bog Arrow-grass,Graminoid,1,3,4,S5,,G5,N,,,NA
Trigonella corniculata,Fabaceae,,,Sibth. & Sm.,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,,1904
Trigonella foenum-graecum,Fabaceae,,,L.,fenugreek,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,NA
Trillium cernuum,Liliaceae,,,L.,Nodding Trillium,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Trillium erectum,Liliaceae,,,L.,Red Trillium,Herbaceous,54,18,35,S5,,G5,N,,,NA
Trillium grandiflorum,Liliaceae,,,(Michx.) Salisb.,White Trillium,Herbaceous,118,53,92,S5,,G5,N,,,NA
Trillium undulatum,Liliaceae,,,Willd.,Painted Trillium,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Triosteum aurantiacum,Caprifoliaceae,,,Bickn.,Orange-fruited Horse-gentian,Herbaceous,4,NA,2,S4,,G5,N,,,NA
Triosteum perfoliatum,Caprifoliaceae,,,L.,Perfoliate Horse-gentian,Herbaceous,3,1,2,S1,,G5,N,,,NA
Tripleurospermum inodorum,Asteraceae,,,(L.) Schultz-Bip.,Scentless Chamomile,Herbaceous,4,NA,2,SNA,,GNA,E,SE?,,NA
Tripleurospermum maritimum,Asteraceae,,,(L.) W.D.J. Koch,Seaside Chamomile,Herbaceous,2,2,3,S3,,G5,N,,,NA
Triticum aestivum,Poaceae,,,L.,Common Wheat,Graminoid,1,2,3,SNA,,GNA,E,SE1,,1974
Tsuga canadensis,Pinaceae,,,(L.) Carr.,Eastern Hemlock,Tree,68,12,31,S5,,G5,N,,,NA
Turnera campaniflora,Passifloraceae,,,"Arbo, Shore & S.C.H.Barrett",,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,1994
Turritis glabra,Brassicaceae,,,L.,Tower-mustard,Herbaceous,2,2,3,S5,,G5,N,,,NA
Tussilago farfara,Asteraceae,,,L.,Colt's-foot,Herbaceous,76,37,63,SNA,,GNA,E,SE5,,NA
Typha angustifolia,Typhaceae,,,L.,Narrow-leaved Cattail,Herbaceous,13,11,17,SNA,,G5,E,SE5,,NA
Typha latifolia,Typhaceae,,,L.,Broad-leaved Cattail,Herbaceous,44,8,21,S5,,G5,N,,,NA
Typha x glauca,Typhaceae,,,Godr. (pro sp.),(Typha angustifolia X Typha latifolia),Herbaceous,NA,NA,NA,SNA,,GNA,N,,,NA
Ulmus americana,Ulmaceae,,,L.,American Elm,Tree,36,20,33,S5,,G5,N,,,NA
Ulmus davidiana,Ulmaceae,japonica,,Planch.,Japanese elm,Tree,NA,NA,NA,SNA,,G5,E,SE?,y,NA
Ulmus glabra,Ulmaceae,,,Huds.,Wych Elm,Tree,16,15,22,SNA,,GNA,E,SE1,,NA
Ulmus laciniata,Ulmaceae,,,(Trautv.) Mayr,,Tree,NA,1,3,SNA,,GNA,E,SE?,y,NA
Ulmus laevis,Ulmaceae,,,Pall.,,Tree,NA,3,8,SNA,,GNA,E,SE?,y,NA
Ulmus minor,Ulmaceae,,,P. Mill.,European Field Elm,Tree,2,18,23,SNA,,GNA,E,SE1,,NA
Ulmus parvifolia,Ulmaceae,,,Jacq.,,Tree,NA,2,5,SNA,,GNA,E,SE?,y,1977
Ulmus procera,Ulmaceae,,,Salisb.,English Elm,Tree,3,NA,2,SNA,,GNA,E,SE1,,NA
Ulmus pumila,Ulmaceae,,,L.,Siberian Elm,Tree,16,9,15,SNA,,GNA,E,SE3,,NA
Ulmus rubra,Ulmaceae,,,Muhl.,Slippery Elm,Tree,24,16,26,S5,,G5,N,,,NA
Ulmus thomasii,Ulmaceae,,,Sarg.,Rock Elm,Tree,5,5,8,S4,,G5,N,,,NA
Ulmus x hollandica,Ulmaceae,,,Mill.,,Tree,NA,6,15,SNA,,GNA,E,SE?,y,NA
Urtica dioica,Urticaceae,,,,European Stinging Nettle,Herbaceous,46,10,23,SNA,,G5,E,SE2,,1893
Urtica urens,Urticaceae,,,L.,Burning Nettle,Herbaceous,1,NA,1,SNA,,GNA,E,SE1,,NA
Utricularia intermedia,Lentibulariaceae,,,Hayne,Flat-leaved Bladderwort,Herbaceous,2,NA,1,S5,,G5,N,,,NA
Utricularia minor,Lentibulariaceae,,,L.,Lesser Bladderwort,Herbaceous,NA,2,5,S5,,G5,N,,,NA
Utricularia vulgaris,Lentibulariaceae,,,L.,Greater Bladderwort,Herbaceous,1,11,14,S5,,G5,N,,,NA
Uvularia grandiflora,Colchicaceae,,,Sm.,Large-flowered Bellwort,Herbaceous,18,22,31,S5,,G5,N,,,NA
Uvularia perfoliata,Colchicaceae,,,L.,Perfoliate Bellwort,Herbaceous,NA,NA,NA,S1,,G5,N,,,NA
Vaccinium angustifolium,Ericaceae,,,Ait.,Early Lowbush Blueberry,Shrub,7,8,12,S5,,G5,N,,,NA
Vaccinium corymbosum,Ericaceae,,,L.,Highbush Blueberry,Shrub,2,NA,1,S4,,G5,N,,,NA
Vaccinium macrocarpon,Ericaceae,,,Ait.,Large Cranberry,Shrub,NA,NA,NA,S4,,G5,N,,,NA
Vaccinium myrtilloides,Ericaceae,,,Michx.,Velvet-leaved Blueberry,Shrub,7,5,8,S5,,G5,N,,,NA
Vaccinium oxycoccos,Ericaceae,,,L.,Small Cranberry,Shrub,4,NA,2,S5,,G5,N,,,NA
Vaccinium pallidum,Ericaceae,,,Ait.,Early Lowbush Blueberry,Shrub,8,15,21,S4,,G5,N,,,NA
Valeriana officinalis,Caprifoliaceae,,,L.,Common Valerian,Herbaceous,8,4,7,SNA,,GNA,E,SE3,,1972
Vallisneria americana,Hydrocharitaceae,,,Michx.,Eel-grass,Herbaceous,3,6,9,S5,,G5,N,,,NA
Verbascum blattaria,Scrophulariaceae,,,L.,Moth Mullein,Herbaceous,6,3,6,SNA,,GNA,E,SE5,,1976
Verbascum phlomoides,Scrophulariaceae,,,L.,Clasping Mullein,Herbaceous,1,NA,1,SNA,,GNA,E,SE1,,NA
Verbascum phoeniceum,Scrophulariaceae,,,L.,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,1952
Verbascum thapsus,Scrophulariaceae,,,L.,Common Mullein,Herbaceous,49,15,30,SNA,,GNA,E,SE5,,NA
Verbena bonariensis,Verbenaceae,,,L.,Purple-top Vervain,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Verbena bracteata,Verbenaceae,,,Lag. & Rodr.,Large-bracted Vervain,Herbaceous,2,3,5,SNA,,G5,E,SE3,,NA
Verbena hastata,Verbenaceae,,,L.,Blue Vervain,Herbaceous,25,26,38,S5,,G5,N,,,NA
Verbena simplex,Verbenaceae,,,Lehm.,Narrow-leaved Vervain,Herbaceous,2,NA,1,S4,,G5,N,,,NA
Verbena stricta,Verbenaceae,,,Vent.,Hoary Vervain,Herbaceous,13,2,6,S4,,G5,N,,,NA
