"ScientificName","CommonName","Name","SHAPE_Area","SHAPE_Leng","Year","nOcc"
"Fraxinus nigra","Black Ash","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",2
"Fraxinus nigra","Black Ash","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",4
"Fraxinus nigra","Black Ash","Mount Nemo",2041112.44435219,17672.052464976,"2003",1
"Fraxinus nigra","Black Ash","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Fraxinus nigra","Black Ash","Mountsberg",5567478.30542113,26113.8638965324,"1997",2
"Fraxinus nigra","Black Ash","Mountsberg",5567478.30542113,26113.8638965324,"2005",3
"Fraxinus nigra","Black Ash","Mountsberg",5567478.30542113,26113.8638965324,"2017",7
"Fraxinus nigra","Black Ash","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",1
"Fraxinus nigra","Black Ash","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1995",1
"Fraxinus nigra","Black Ash","Paiement",115533.050342404,1588.62169701103,"2012",2
"Fraxinus nigra","Black Ash","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Fraxinus nigra","Black Ash","Rattlesnake Point",3134841.54723394,17343.8762811828,"1983",1
"Fraxinus nigra","Black Ash","Shanahan",685139.918946232,3958.93150142607,"1980",4
"Fraxinus nigra","Black Ash","Shanahan",685139.918946232,3958.93150142607,"2003",8
"Fraxinus nigra","Black Ash","Tirion",201397.597452191,1963.85244232389,"1980",1
"Fraxinus nigra","Black Ash","Waterdown Woods",1201421.16413869,13099.893366282,"2006",3
"Fraxinus pennsylvanica","Red Ash, Green Ash","Clappison Woods",855145.068523948,9861.804672706,"",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"1980",9
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"2003",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"2004",4
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"2006",4
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"2009",4
"Fraxinus pennsylvanica","Red Ash, Green Ash","Crawford Lake",3533574.91668159,15716.7101569121,"2019",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Glenorchy",4044995.26730957,34661.1897742475,"2002",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Glenorchy",4044995.26730957,34661.1897742475,"2007",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Glenorchy",4044995.26730957,34661.1897742475,"2008",15
"Fraxinus pennsylvanica","Red Ash, Green Ash","Glenorchy",4044995.26730957,34661.1897742475,"2013",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Hilton Falls",6554966.97885713,21467.8635752883,"1979",3
"Fraxinus pennsylvanica","Red Ash, Green Ash","Hilton Falls",6554966.97885713,21467.8635752883,"1980",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Hilton Falls",6554966.97885713,21467.8635752883,"2009",11
"Fraxinus pennsylvanica","Red Ash, Green Ash","Hilton Falls",6554966.97885713,21467.8635752883,"2010",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kelso",4595864.23228718,19903.4650662131,"",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kelso",4595864.23228718,19903.4650662131,"1979",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kelso",4595864.23228718,19903.4650662131,"2006",3
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kelso",4595864.23228718,19903.4650662131,"2010",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kelso",4595864.23228718,19903.4650662131,"2011",8
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kerncliff",373252.326825636,5574.40512960949,"2000",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kiwanis",412201.80317718,2596.28369485983,"1980",2
"Fraxinus pennsylvanica","Red Ash, Green Ash","Kiwanis",412201.80317718,2596.28369485983,"2010",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",13
"Fraxinus pennsylvanica","Red Ash, Green Ash","Mount Nemo",2041112.44435219,17672.052464976,"2008",5
"Fraxinus pennsylvanica","Red Ash, Green Ash","Mountsberg",5567478.30542113,26113.8638965324,"1979",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Fraxinus pennsylvanica","Red Ash, Green Ash","Mountsberg",5567478.30542113,26113.8638965324,"2005",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Mountsberg",5567478.30542113,26113.8638965324,"2017",13
"Fraxinus pennsylvanica","Red Ash, Green Ash","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Plaikner",223643.259934607,2114.13619646547,"2019",2
"Fraxinus pennsylvanica","Red Ash, Green Ash","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Rattlesnake Point",3134841.54723394,17343.8762811828,"2007",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Robert Edmondson",309578.771140501,2556.27669523835,"1980",2
"Fraxinus pennsylvanica","Red Ash, Green Ash","Shanahan",685139.918946232,3958.93150142607,"1980",1
"Fraxinus pennsylvanica","Red Ash, Green Ash","Shanahan",685139.918946232,3958.93150142607,"2003",5
"Fraxinus pennsylvanica","Red Ash, Green Ash","Waterdown Woods",1201421.16413869,13099.893366282,"2006",1
"Fulica americana","American Coot","Crawford Lake",3533574.91668159,15716.7101569121,"1979",1
"Fulica americana","American Coot","Hilton Falls",6554966.97885713,21467.8635752883,"1979",12
"Fulica americana","American Coot","Kelso",4595864.23228718,19903.4650662131,"1979",2
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"1979",5
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"2001",1
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"2002",1
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"2004",3
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"2008",1
"Fulica americana","American Coot","Mountsberg",5567478.30542113,26113.8638965324,"2009",2
"Fulica americana","American Coot","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",1
"Fulica americana","American Coot","Rattlesnake Point",3134841.54723394,17343.8762811828,"1979",1
"Fulica americana","American Coot","Shanahan",685139.918946232,3958.93150142607,"1979",1
"Galearis spectabilis","Showy Orchis","Crawford Lake",3533574.91668159,15716.7101569121,"1979",3
"Galearis spectabilis","Showy Orchis","Hilton Falls",6554966.97885713,21467.8635752883,"1979",2
"Galeopsis speciosa","","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galinsoga parviflora","Small-flowered Galinsoga","Rattlesnake Point",3134841.54723394,17343.8762811828,"1947",1
"Galium","Galium species","Crawford Lake",3533574.91668159,15716.7101569121,"2003",3
"Galium","Galium species","Crawford Lake",3533574.91668159,15716.7101569121,"2006",2
"Galium","Galium species","Glenorchy",4044995.26730957,34661.1897742475,"2008",7
"Galium","Galium species","Grindstone Creek",637958.309721377,6179.08721992977,"2006",1
"Galium","Galium species","Hilton Falls",6554966.97885713,21467.8635752883,"2009",15
"Galium","Galium species","Hilton Falls",6554966.97885713,21467.8635752883,"2010",6
"Galium","Galium species","Kelso",4595864.23228718,19903.4650662131,"2006",2
"Galium","Galium species","Kiwanis",412201.80317718,2596.28369485983,"2010",3
"Galium","Galium species","Mount Nemo",2041112.44435219,17672.052464976,"2008",2
"Galium","Galium species","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",1
"Galium","Galium species","Shanahan",685139.918946232,3958.93150142607,"1994",1
"Galium","Galium species","Shanahan",685139.918946232,3958.93150142607,"2003",3
"Galium","Galium species","Waterdown Woods",1201421.16413869,13099.893366282,"2006",2
"Galium aparine","Cleavers","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium aparine","Cleavers","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Galium aparine","Cleavers","Crawford Lake",3533574.91668159,15716.7101569121,"1979",2
"Galium aparine","Cleavers","Crawford Lake",3533574.91668159,15716.7101569121,"2003",5
"Galium aparine","Cleavers","Hilton Falls",6554966.97885713,21467.8635752883,"2008",2
"Galium aparine","Cleavers","Kelso",4595864.23228718,19903.4650662131,"2010",1
"Galium aparine","Cleavers","Kerncliff",373252.326825636,5574.40512960949,"2000",1
"Galium aparine","Cleavers","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",1
"Galium aparine","Cleavers","Mount Nemo",2041112.44435219,17672.052464976,"2003",1
"Galium aparine","Cleavers","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galium aparine","Cleavers","Robert Edmondson",309578.771140501,2556.27669523835,"1980",1
"Galium asprellum","Rough Bedstraw","Andrusyshyn",75074.5303411785,1220.93200693381,"2019",1
"Galium asprellum","Rough Bedstraw","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium asprellum","Rough Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"2003",1
"Galium asprellum","Rough Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"2006",3
"Galium asprellum","Rough Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"2009",2
"Galium asprellum","Rough Bedstraw","Glenorchy",4044995.26730957,34661.1897742475,"2008",5
"Galium asprellum","Rough Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"1980",1
"Galium asprellum","Rough Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"2008",1
"Galium asprellum","Rough Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"2009",12
"Galium asprellum","Rough Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"2010",1
"Galium asprellum","Rough Bedstraw","Kelso",4595864.23228718,19903.4650662131,"",1
"Galium asprellum","Rough Bedstraw","Kelso",4595864.23228718,19903.4650662131,"2006",2
"Galium asprellum","Rough Bedstraw","Kelso",4595864.23228718,19903.4650662131,"2011",1
"Galium asprellum","Rough Bedstraw","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",2
"Galium asprellum","Rough Bedstraw","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",2
"Galium asprellum","Rough Bedstraw","Mount Nemo",2041112.44435219,17672.052464976,"2008",1
"Galium asprellum","Rough Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Galium asprellum","Rough Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"2017",1
"Galium asprellum","Rough Bedstraw","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galium asprellum","Rough Bedstraw","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",1
"Galium boreale","Northern Bedstraw","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium boreale","Northern Bedstraw","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",1
"Galium boreale","Northern Bedstraw","Mount Nemo",2041112.44435219,17672.052464976,"1980",1
"Galium boreale","Northern Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"1980",1
"Galium circaezans","Wild Licorice","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium circaezans","Wild Licorice","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Galium circaezans","Wild Licorice","Crawford Lake",3533574.91668159,15716.7101569121,"1979",3
"Galium circaezans","Wild Licorice","Crawford Lake",3533574.91668159,15716.7101569121,"1980",5
"Galium circaezans","Wild Licorice","Crawford Lake",3533574.91668159,15716.7101569121,"2003",2
"Galium circaezans","Wild Licorice","Glenorchy",4044995.26730957,34661.1897742475,"2008",3
"Galium circaezans","Wild Licorice","Hilton Falls",6554966.97885713,21467.8635752883,"1979",5
"Galium circaezans","Wild Licorice","Hilton Falls",6554966.97885713,21467.8635752883,"2009",7
"Galium circaezans","Wild Licorice","Kelso",4595864.23228718,19903.4650662131,"",1
"Galium circaezans","Wild Licorice","Kelso",4595864.23228718,19903.4650662131,"1979",1
"Galium circaezans","Wild Licorice","Kiwanis",412201.80317718,2596.28369485983,"1980",2
"Galium circaezans","Wild Licorice","Mount Nemo",2041112.44435219,17672.052464976,"1980",1
"Galium circaezans","Wild Licorice","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",3
"Galium circaezans","Wild Licorice","Ontario Heritage Trust",875000.926808534,10204.5181470079,"2000",2
"Galium circaezans","Wild Licorice","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galium circaezans","Wild Licorice","Rattlesnake Point",3134841.54723394,17343.8762811828,"1997",1
"Galium circaezans","Wild Licorice","Speyside",261658.286859765,2675.93948459162,"2013",1
"Galium circaezans","Wild Licorice","Tirion",201397.597452191,1963.85244232389,"1980",2
"Galium lanceolatum","Lance-leaved Wild Licorice","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium lanceolatum","Lance-leaved Wild Licorice","Crawford Lake",3533574.91668159,15716.7101569121,"1979",1
"Galium lanceolatum","Lance-leaved Wild Licorice","Crawford Lake",3533574.91668159,15716.7101569121,"2006",2
"Galium lanceolatum","Lance-leaved Wild Licorice","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Galium lanceolatum","Lance-leaved Wild Licorice","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galium mollugo","Wild Madder","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",1
"Galium mollugo","Wild Madder","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",5
"Galium mollugo","Wild Madder","Mountsberg",5567478.30542113,26113.8638965324,"1980",1
"Galium palustre","Marsh Bedstraw","Andrusyshyn",75074.5303411785,1220.93200693381,"2019",1
"Galium palustre","Marsh Bedstraw","Campbellville",12916.5156852148,978.174518720649,"1992",1
"Galium palustre","Marsh Bedstraw","Carlisle",277636.790022102,7975.47568890442,"1992",1
"Galium palustre","Marsh Bedstraw","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium palustre","Marsh Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Galium palustre","Marsh Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"1979",2
"Galium palustre","Marsh Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"2006",1
"Galium palustre","Marsh Bedstraw","Fuciarelli",602087.518838103,4867.30886389154,"1992",1
"Galium palustre","Marsh Bedstraw","Glenorchy",4044995.26730957,34661.1897742475,"2008",3
"Galium palustre","Marsh Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"1979",7
"Galium palustre","Marsh Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"2010",2
"Galium palustre","Marsh Bedstraw","Kelso",4595864.23228718,19903.4650662131,"",1
"Galium palustre","Marsh Bedstraw","Kelso",4595864.23228718,19903.4650662131,"2006",1
"Galium palustre","Marsh Bedstraw","Kelso",4595864.23228718,19903.4650662131,"2010",2
"Galium palustre","Marsh Bedstraw","Kelso",4595864.23228718,19903.4650662131,"2011",2
"Galium palustre","Marsh Bedstraw","Kiwanis",412201.80317718,2596.28369485983,"1980",1
"Galium palustre","Marsh Bedstraw","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",1
"Galium palustre","Marsh Bedstraw","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",8
"Galium palustre","Marsh Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"1979",1
"Galium palustre","Marsh Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Galium palustre","Marsh Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"2017",12
"Galium palustre","Marsh Bedstraw","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",1
"Galium palustre","Marsh Bedstraw","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galium palustre","Marsh Bedstraw","Robert Edmondson",309578.771140501,2556.27669523835,"1980",1
"Galium palustre","Marsh Bedstraw","Robert Edmondson",309578.771140501,2556.27669523835,"1992",1
"Galium palustre","Marsh Bedstraw","Shanahan",685139.918946232,3958.93150142607,"1980",4
"Galium palustre","Marsh Bedstraw","Shanahan",685139.918946232,3958.93150142607,"2003",3
"Galium palustre","Marsh Bedstraw","Tirion",201397.597452191,1963.85244232389,"1980",1
"Galium trifidum","Small Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Galium trifidum","Small Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"2004",1
"Galium trifidum","Small Bedstraw","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",1
"Galium trifidum ssp. trifidum","Pasture Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"1979",1
"Galium trifidum ssp. trifidum","Pasture Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Galium trifidum ssp. trifidum","Pasture Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"1980",1
"Galium trifidum ssp. trifidum","Pasture Bedstraw","Shanahan",685139.918946232,3958.93150142607,"1980",1
"Galium triflorum","Sweet-scented Bedstraw","Clappison Woods",855145.068523948,9861.804672706,"",1
"Galium triflorum","Sweet-scented Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Galium triflorum","Sweet-scented Bedstraw","Crawford Lake",3533574.91668159,15716.7101569121,"1980",7
"Galium triflorum","Sweet-scented Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"1979",12
"Galium triflorum","Sweet-scented Bedstraw","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Galium triflorum","Sweet-scented Bedstraw","Kelso",4595864.23228718,19903.4650662131,"",1
"Galium triflorum","Sweet-scented Bedstraw","Kelso",4595864.23228718,19903.4650662131,"1979",4
"Galium triflorum","Sweet-scented Bedstraw","Kilbride",1262241.86645545,10405.2284448954,"1979",1
"Galium triflorum","Sweet-scented Bedstraw","Kiwanis",412201.80317718,2596.28369485983,"1980",4
"Galium triflorum","Sweet-scented Bedstraw","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",4
"Galium triflorum","Sweet-scented Bedstraw","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Galium triflorum","Sweet-scented Bedstraw","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",2
"Galium triflorum","Sweet-scented Bedstraw","Plaikner",223643.259934607,2114.13619646547,"2019",1
"Galium triflorum","Sweet-scented Bedstraw","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Galium triflorum","Sweet-scented Bedstraw","Robert Edmondson",309578.771140501,2556.27669523835,"1980",3
"Galium triflorum","Sweet-scented Bedstraw","Speyside",261658.286859765,2675.93948459162,"2013",1
"Galium triflorum","Sweet-scented Bedstraw","Tirion",201397.597452191,1963.85244232389,"1980",2
"Gallinago gallinago","Common Snipe","Mountsberg",5567478.30542113,26113.8638965324,"1975",1
"Gallinago gallinago","Common Snipe","Mountsberg",5567478.30542113,26113.8638965324,"1980",1
"Gallinula chloropus","Common Moorhen","Esquesing",152311.252096643,1621.70962808104,"",1
"Gallinula chloropus","Common Moorhen","Hilton Falls",6554966.97885713,21467.8635752883,"2007",1
"Gallinula chloropus","Common Moorhen","Hilton Falls",6554966.97885713,21467.8635752883,"2008",1
"Gallinula chloropus","Common Moorhen","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"1996",1
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"1997",5
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"1998",2
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"1999",1
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2000",3
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2001",2
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2002",4
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2004",6
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2005",4
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2006",4
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2007",2
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2009",1
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2010",4
"Gallinula chloropus","Common Moorhen","Mountsberg",5567478.30542113,26113.8638965324,"2016",1
"Gallinula chloropus","Common Moorhen","Roberts Reed",334411.278423245,2640.94555588639,"2017",1
"Gaultheria hispidula","Creeping Snowberry","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Gaultheria hispidula","Creeping Snowberry","Crawford Lake",3533574.91668159,15716.7101569121,"1979",1
"Gaultheria hispidula","Creeping Snowberry","Crawford Lake",3533574.91668159,15716.7101569121,"2004",3
"Gaultheria hispidula","Creeping Snowberry","Kilbride",1262241.86645545,10405.2284448954,"1979",1
"Gaultheria hispidula","Creeping Snowberry","Kiwanis",412201.80317718,2596.28369485983,"1980",2
"Gaultheria hispidula","Creeping Snowberry","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",2
"Gaultheria hispidula","Creeping Snowberry","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",1
"Gaultheria hispidula","Creeping Snowberry","Shanahan",685139.918946232,3958.93150142607,"1980",2
"Gaultheria hispidula","Creeping Snowberry","Shanahan",685139.918946232,3958.93150142607,"2003",2
"Gaultheria procumbens","Wintergreen","Clappison Woods",855145.068523948,9861.804672706,"",1
"Gaultheria procumbens","Wintergreen","Crawford Lake",3533574.91668159,15716.7101569121,"1979",1
"Gaultheria procumbens","Wintergreen","Crawford Lake",3533574.91668159,15716.7101569121,"2004",1
"Gaultheria procumbens","Wintergreen","Shanahan",685139.918946232,3958.93150142607,"1980",3
"Gaultheria procumbens","Wintergreen","Shanahan",685139.918946232,3958.93150142607,"2003",1
"Gavia immer","Common Loon","Hilton Falls",6554966.97885713,21467.8635752883,"2004",1
"Gavia immer","Common Loon","Hilton Falls",6554966.97885713,21467.8635752883,"2007",1
"Gavia immer","Common Loon","Mountsberg",5567478.30542113,26113.8638965324,"",1
"Gavia immer","Common Loon","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Gavia immer","Common Loon","Mountsberg",5567478.30542113,26113.8638965324,"2017",1
"Gavia immer","Common Loon","Scotch Block",332299.945270301,4924.8978716155,"1995",2
"Gaylussacia baccata","Black Huckleberry","Mountsberg",5567478.30542113,26113.8638965324,"2017",1
"Gaylussacia baccata","Black Huckleberry","Shanahan",685139.918946232,3958.93150142607,"1980",2
"Gentiana","","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Gentiana andrewsii","Closed Gentian","Plaikner",223643.259934607,2114.13619646547,"2019",1
"Gentianopsis crinita","Fringed Gentian","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Geothlypis philadelphia","Mourning Warbler","Crawford Lake",3533574.91668159,15716.7101569121,"1979",4
"Geothlypis philadelphia","Mourning Warbler","Crawford Lake",3533574.91668159,15716.7101569121,"1991-95",1
"Geothlypis philadelphia","Mourning Warbler","Crawford Lake",3533574.91668159,15716.7101569121,"2003",1
"Geothlypis philadelphia","Mourning Warbler","Crawford Lake",3533574.91668159,15716.7101569121,"2017",1
"Geothlypis philadelphia","Mourning Warbler","Escarpment",305493.956997228,6623.26466305144,"1979",1
"Geothlypis philadelphia","Mourning Warbler","Esquesing",152311.252096643,1621.70962808104,"1979",1
"Geothlypis philadelphia","Mourning Warbler","Esquesing",152311.252096643,1621.70962808104,"2004",1
"Geothlypis philadelphia","Mourning Warbler","Glenorchy",4044995.26730957,34661.1897742475,"2003",3
"Geothlypis philadelphia","Mourning Warbler","Glenorchy",4044995.26730957,34661.1897742475,"2016",1
"Geothlypis philadelphia","Mourning Warbler","Hilton Falls",6554966.97885713,21467.8635752883,"1979",5
"Geothlypis philadelphia","Mourning Warbler","Kelso",4595864.23228718,19903.4650662131,"2004",2
"Geothlypis philadelphia","Mourning Warbler","Kelso",4595864.23228718,19903.4650662131,"2015",1
"Geothlypis philadelphia","Mourning Warbler","Kilbride",1262241.86645545,10405.2284448954,"2003",1
"Geothlypis philadelphia","Mourning Warbler","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1979",2
"Geothlypis philadelphia","Mourning Warbler","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",1
"Geothlypis philadelphia","Mourning Warbler","Mountsberg",5567478.30542113,26113.8638965324,"1979",5
"Geothlypis philadelphia","Mourning Warbler","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Geothlypis philadelphia","Mourning Warbler","Ontario Heritage Trust",875000.926808534,10204.5181470079,"2003",1
"Geothlypis philadelphia","Mourning Warbler","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Geothlypis philadelphia","Mourning Warbler","Rattlesnake Point",3134841.54723394,17343.8762811828,"2008",2
"Geothlypis philadelphia","Mourning Warbler","Rattlesnake Point",3134841.54723394,17343.8762811828,"2016",1
"Geothlypis philadelphia","Mourning Warbler","Rattlesnake Point",3134841.54723394,17343.8762811828,"2017",1
"Geothlypis philadelphia","Mourning Warbler","Rattlesnake Point",3134841.54723394,17343.8762811828,"2018",1
"Geothlypis philadelphia","Mourning Warbler","Robert Edmondson",309578.771140501,2556.27669523835,"2014",1
"Geothlypis trichas","Common Yellowthroat","Clappison Woods",855145.068523948,9861.804672706,"",1
"Geothlypis trichas","Common Yellowthroat","Crawford Lake",3533574.91668159,15716.7101569121,"1991-95",1
"Geothlypis trichas","Common Yellowthroat","Crawford Lake",3533574.91668159,15716.7101569121,"1992",1
"Geothlypis trichas","Common Yellowthroat","Crawford Lake",3533574.91668159,15716.7101569121,"2003",1
"Geothlypis trichas","Common Yellowthroat","Crawford Lake",3533574.91668159,15716.7101569121,"2017",1
"Geothlypis trichas","Common Yellowthroat","Fuciarelli",602087.518838103,4867.30886389154,"2017",3
"Geothlypis trichas","Common Yellowthroat","Glenorchy",4044995.26730957,34661.1897742475,"1992",2
"Geothlypis trichas","Common Yellowthroat","Glenorchy",4044995.26730957,34661.1897742475,"2003",3
"Geothlypis trichas","Common Yellowthroat","Glenorchy",4044995.26730957,34661.1897742475,"2015",2
"Geothlypis trichas","Common Yellowthroat","Glenorchy",4044995.26730957,34661.1897742475,"2016",2
"Geothlypis trichas","Common Yellowthroat","Glenorchy",4044995.26730957,34661.1897742475,"2017",3
"Geothlypis trichas","Common Yellowthroat","Grindstone Creek",637958.309721377,6179.08721992977,"2004",1
"Geothlypis trichas","Common Yellowthroat","Guelph Junction",282018.609723732,2882.28552547629,"2003",1
"Geothlypis trichas","Common Yellowthroat","Hilton Falls",6554966.97885713,21467.8635752883,"1979",4
