"ScientificName","CommonName","Name","SHAPE_Area","SHAPE_Leng","Year","nOcc"
"Abies balsamea","Balsam Fir","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Abies balsamea","Balsam Fir","Crawford Lake",3533574.91668159,15716.7101569121,"1979",1
"Abies balsamea","Balsam Fir","Crawford Lake",3533574.91668159,15716.7101569121,"2004",4
"Abies balsamea","Balsam Fir","Hilton Falls",6554966.97885713,21467.8635752883,"1979",2
"Abies balsamea","Balsam Fir","Hilton Falls",6554966.97885713,21467.8635752883,"2008",1
"Abies balsamea","Balsam Fir","Hilton Falls",6554966.97885713,21467.8635752883,"2009",12
"Abies balsamea","Balsam Fir","Kelso",4595864.23228718,19903.4650662131,"",1
"Abies balsamea","Balsam Fir","Kelso",4595864.23228718,19903.4650662131,"2006",2
"Abies balsamea","Balsam Fir","Kiwanis",412201.80317718,2596.28369485983,"1980",3
"Abies balsamea","Balsam Fir","Kiwanis",412201.80317718,2596.28369485983,"2010",6
"Abies balsamea","Balsam Fir","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",2
"Abies balsamea","Balsam Fir","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",10
"Abies balsamea","Balsam Fir","Mount Nemo",2041112.44435219,17672.052464976,"2008",2
"Abies balsamea","Balsam Fir","Mountsberg",5567478.30542113,26113.8638965324,"1980",3
"Abies balsamea","Balsam Fir","Mountsberg",5567478.30542113,26113.8638965324,"2005",1
"Abies balsamea","Balsam Fir","Mountsberg",5567478.30542113,26113.8638965324,"2017",1
"Abies balsamea","Balsam Fir","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Abies balsamea","Balsam Fir","Rattlesnake Point",3134841.54723394,17343.8762811828,"1947",1
"Abies balsamea","Balsam Fir","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",1
"Abies balsamea","Balsam Fir","Shanahan",685139.918946232,3958.93150142607,"1980",1
"Abies balsamea","Balsam Fir","Shanahan",685139.918946232,3958.93150142607,"1994",1
"Abies balsamea","Balsam Fir","Shanahan",685139.918946232,3958.93150142607,"1997",2
"Abies balsamea","Balsam Fir","Shanahan",685139.918946232,3958.93150142607,"1998",1
"Abies balsamea","Balsam Fir","Shanahan",685139.918946232,3958.93150142607,"2003",6
"Acalypha rhomboidea","Three-seeded Mercury","Glenorchy",4044995.26730957,34661.1897742475,"2013",1
"Acalypha rhomboidea","Three-seeded Mercury","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acanthis flammea","Common Redpoll","Rattlesnake Point",3134841.54723394,17343.8762811828,"1991-95",1
"Acanthis hornemanni","Hoary Redpoll","Rattlesnake Point",3134841.54723394,17343.8762811828,"1955",1
"Accipiter cooperii","Cooper's Hawk","Crawford Lake",3533574.91668159,15716.7101569121,"1991-95",1
"Accipiter cooperii","Cooper's Hawk","Glenorchy",4044995.26730957,34661.1897742475,"2015",1
"Accipiter cooperii","Cooper's Hawk","Hilton Falls",6554966.97885713,21467.8635752883,"1979",1
"Accipiter cooperii","Cooper's Hawk","Hilton Falls",6554966.97885713,21467.8635752883,"2001",1
"Accipiter cooperii","Cooper's Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2009",1
"Accipiter cooperii","Cooper's Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2016",1
"Accipiter cooperii","Cooper's Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2017",1
"Accipiter cooperii","Cooper's Hawk","Waterdown Woods",1201421.16413869,13099.893366282,"2017",1
"Accipiter gentilis","Northern Goshawk","Esquesing",152311.252096643,1621.70962808104,"",1
"Accipiter striatus","Sharp-shinned Hawk","Glenorchy",4044995.26730957,34661.1897742475,"2015",1
"Accipiter striatus","Sharp-shinned Hawk","Hilton Falls",6554966.97885713,21467.8635752883,"2002",1
"Accipiter striatus","Sharp-shinned Hawk","Hilton Falls",6554966.97885713,21467.8635752883,"2014",1
"Accipiter striatus","Sharp-shinned Hawk","Mountsberg",5567478.30542113,26113.8638965324,"1974",1
"Accipiter striatus","Sharp-shinned Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2003",1
"Accipiter striatus","Sharp-shinned Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2006",1
"Accipiter striatus","Sharp-shinned Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2010",1
"Accipiter striatus","Sharp-shinned Hawk","Mountsberg",5567478.30542113,26113.8638965324,"2016",1
"Accipiter striatus","Sharp-shinned Hawk","Rattlesnake Point",3134841.54723394,17343.8762811828,"2004",1
"Accipiter striatus","Sharp-shinned Hawk","Rattlesnake Point",3134841.54723394,17343.8762811828,"2008",2
"Acer","","Crawford Lake",3533574.91668159,15716.7101569121,"2003",1
"Acer","","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Acer","","Kelso",4595864.23228718,19903.4650662131,"2011",1
"Acer negundo","Manitoba Maple","Clappison Woods",855145.068523948,9861.804672706,"",1
"Acer negundo","Manitoba Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2006",1
"Acer negundo","Manitoba Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2009",1
"Acer negundo","Manitoba Maple","Glenorchy",4044995.26730957,34661.1897742475,"",1
"Acer negundo","Manitoba Maple","Glenorchy",4044995.26730957,34661.1897742475,"2008",16
"Acer negundo","Manitoba Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Acer negundo","Manitoba Maple","Kelso",4595864.23228718,19903.4650662131,"",1
"Acer negundo","Manitoba Maple","Kelso",4595864.23228718,19903.4650662131,"2006",3
"Acer negundo","Manitoba Maple","Kelso",4595864.23228718,19903.4650662131,"2010",4
"Acer negundo","Manitoba Maple","Kelso",4595864.23228718,19903.4650662131,"2011",4
"Acer negundo","Manitoba Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",3
"Acer negundo","Manitoba Maple","Morrison-Wedgewood",221411.46388788,9606.69071761443,"2010",1
"Acer negundo","Manitoba Maple","Mount Nemo",2041112.44435219,17672.052464976,"2008",1
"Acer negundo","Manitoba Maple","Mountsberg",5567478.30542113,26113.8638965324,"2017",1
"Acer negundo","Manitoba Maple","Plaikner",223643.259934607,2114.13619646547,"2019",1
"Acer negundo","Manitoba Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acer nigrum","Black Maple","Clappison Woods",855145.068523948,9861.804672706,"",1
"Acer nigrum","Black Maple","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Acer nigrum","Black Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1979",6
"Acer nigrum","Black Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1980",4
"Acer nigrum","Black Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2003",2
"Acer nigrum","Black Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2006",3
"Acer nigrum","Black Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2009",4
"Acer nigrum","Black Maple","Esquesing",152311.252096643,1621.70962808104,"1979",1
"Acer nigrum","Black Maple","Glenorchy",4044995.26730957,34661.1897742475,"2007",1
"Acer nigrum","Black Maple","Glenorchy",4044995.26730957,34661.1897742475,"2008",19
"Acer nigrum","Black Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1979",1
"Acer nigrum","Black Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",30
"Acer nigrum","Black Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2010",4
"Acer nigrum","Black Maple","Kelso",4595864.23228718,19903.4650662131,"",1
"Acer nigrum","Black Maple","Kelso",4595864.23228718,19903.4650662131,"1979",3
"Acer nigrum","Black Maple","Kelso",4595864.23228718,19903.4650662131,"2006",1
"Acer nigrum","Black Maple","Kelso",4595864.23228718,19903.4650662131,"2010",3
"Acer nigrum","Black Maple","Kelso",4595864.23228718,19903.4650662131,"2011",2
"Acer nigrum","Black Maple","Kilbride",1262241.86645545,10405.2284448954,"1980",1
"Acer nigrum","Black Maple","Kiwanis",412201.80317718,2596.28369485983,"2010",2
"Acer nigrum","Black Maple","Mount Nemo",2041112.44435219,17672.052464976,"2003",1
"Acer nigrum","Black Maple","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Acer nigrum","Black Maple","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1979",2
"Acer nigrum","Black Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acer nigrum","Black Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",1
"Acer nigrum","Black Maple","Robert Edmondson",309578.771140501,2556.27669523835,"1980",2
"Acer nigrum","Black Maple","Shanahan",685139.918946232,3958.93150142607,"1979",1
"Acer nigrum","Black Maple","Shanahan",685139.918946232,3958.93150142607,"1980",1
"Acer nigrum","Black Maple","Tirion",201397.597452191,1963.85244232389,"1979",1
"Acer pensylvanicum","Striped Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",1
"Acer pensylvanicum","Striped Maple","Kelso",4595864.23228718,19903.4650662131,"2006",1
"Acer platanoides","Norway Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1996",1
"Acer platanoides","Norway Maple","Mountsberg",5567478.30542113,26113.8638965324,"2017",5
"Acer platanoides","Norway Maple","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1999",1
"Acer platanoides","Norway Maple","Plaikner",223643.259934607,2114.13619646547,"1996",1
"Acer platanoides","Norway Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1997",1
"Acer rubrum","Red Maple","Andrusyshyn",75074.5303411785,1220.93200693381,"2019",1
"Acer rubrum","Red Maple","Clappison Woods",855145.068523948,9861.804672706,"",1
"Acer rubrum","Red Maple","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Acer rubrum","Red Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1979",2
"Acer rubrum","Red Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2003",9
"Acer rubrum","Red Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2004",3
"Acer rubrum","Red Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2006",3
"Acer rubrum","Red Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2019",1
"Acer rubrum","Red Maple","Esquesing",152311.252096643,1621.70962808104,"1979",1
"Acer rubrum","Red Maple","Fuciarelli",602087.518838103,4867.30886389154,"2019",2
"Acer rubrum","Red Maple","Glenorchy",4044995.26730957,34661.1897742475,"2002",1
"Acer rubrum","Red Maple","Glenorchy",4044995.26730957,34661.1897742475,"2008",8
"Acer rubrum","Red Maple","Glenorchy",4044995.26730957,34661.1897742475,"2013",1
"Acer rubrum","Red Maple","Grindstone Creek",637958.309721377,6179.08721992977,"2006",1
"Acer rubrum","Red Maple","Grindstone Creek",637958.309721377,6179.08721992977,"2011",1
"Acer rubrum","Red Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1979",2
"Acer rubrum","Red Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",6
"Acer rubrum","Red Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2010",2
"Acer rubrum","Red Maple","Kelso",4595864.23228718,19903.4650662131,"",1
"Acer rubrum","Red Maple","Kelso",4595864.23228718,19903.4650662131,"1979",5
"Acer rubrum","Red Maple","Kelso",4595864.23228718,19903.4650662131,"2006",1
"Acer rubrum","Red Maple","Kelso",4595864.23228718,19903.4650662131,"2010",7
"Acer rubrum","Red Maple","Kiwanis",412201.80317718,2596.28369485983,"1980",1
"Acer rubrum","Red Maple","Kiwanis",412201.80317718,2596.28369485983,"2010",1
"Acer rubrum","Red Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",7
"Acer rubrum","Red Maple","Mount Nemo",2041112.44435219,17672.052464976,"2003",2
"Acer rubrum","Red Maple","Mount Nemo",2041112.44435219,17672.052464976,"2008",1
"Acer rubrum","Red Maple","Mountsberg",5567478.30542113,26113.8638965324,"2017",6
"Acer rubrum","Red Maple","Ontario Heritage Trust",875000.926808534,10204.5181470079,"2014",1
"Acer rubrum","Red Maple","Paiement",115533.050342404,1588.62169701103,"2012",1
"Acer rubrum","Red Maple","Plaikner",223643.259934607,2114.13619646547,"1996",1
"Acer rubrum","Red Maple","Plaikner",223643.259934607,2114.13619646547,"2019",2
"Acer rubrum","Red Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acer rubrum","Red Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2007",1
"Acer rubrum","Red Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",1
"Acer rubrum","Red Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2016",1
"Acer rubrum","Red Maple","Shanahan",685139.918946232,3958.93150142607,"1997",2
"Acer rubrum","Red Maple","Shanahan",685139.918946232,3958.93150142607,"1998",1
"Acer rubrum","Red Maple","Shanahan",685139.918946232,3958.93150142607,"2003",19
"Acer rubrum","Red Maple","Waterdown Woods",1201421.16413869,13099.893366282,"2013",1
"Acer saccharinum","Silver Maple","Clappison Woods",855145.068523948,9861.804672706,"",1
"Acer saccharinum","Silver Maple","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Acer saccharinum","Silver Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1979",1
"Acer saccharinum","Silver Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1980",1
"Acer saccharinum","Silver Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2003",4
"Acer saccharinum","Silver Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2006",3
"Acer saccharinum","Silver Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2009",9
"Acer saccharinum","Silver Maple","Fuciarelli",602087.518838103,4867.30886389154,"2019",1
"Acer saccharinum","Silver Maple","Glenorchy",4044995.26730957,34661.1897742475,"2008",4
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1979",3
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1980",1
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1982",1
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1996",1
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2008",1
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",12
"Acer saccharinum","Silver Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2010",3
"Acer saccharinum","Silver Maple","Kelso",4595864.23228718,19903.4650662131,"",1
"Acer saccharinum","Silver Maple","Kelso",4595864.23228718,19903.4650662131,"2006",2
"Acer saccharinum","Silver Maple","Kelso",4595864.23228718,19903.4650662131,"2011",4
"Acer saccharinum","Silver Maple","Kiwanis",412201.80317718,2596.28369485983,"1980",1
"Acer saccharinum","Silver Maple","Kiwanis",412201.80317718,2596.28369485983,"2010",1
"Acer saccharinum","Silver Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",2
"Acer saccharinum","Silver Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",9
"Acer saccharinum","Silver Maple","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Acer saccharinum","Silver Maple","Mountsberg",5567478.30542113,26113.8638965324,"1997",2
"Acer saccharinum","Silver Maple","Mountsberg",5567478.30542113,26113.8638965324,"2005",1
"Acer saccharinum","Silver Maple","Mountsberg",5567478.30542113,26113.8638965324,"2017",14
"Acer saccharinum","Silver Maple","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1980",1
"Acer saccharinum","Silver Maple","Paiement",115533.050342404,1588.62169701103,"2012",1
"Acer saccharinum","Silver Maple","Plaikner",223643.259934607,2114.13619646547,"1996",1
"Acer saccharinum","Silver Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acer saccharinum","Silver Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1983",1
"Acer saccharinum","Silver Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1997",1
"Acer saccharinum","Silver Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",1
"Acer saccharinum","Silver Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",6
"Acer saccharinum","Silver Maple","Robert Edmondson",309578.771140501,2556.27669523835,"1980",2
"Acer saccharinum","Silver Maple","Shanahan",685139.918946232,3958.93150142607,"1980",1
"Acer saccharinum","Silver Maple","Shanahan",685139.918946232,3958.93150142607,"1998",1
"Acer saccharinum","Silver Maple","Shanahan",685139.918946232,3958.93150142607,"2003",5
"Acer saccharinum","Silver Maple","Tirion",201397.597452191,1963.85244232389,"1980",1
"Acer saccharinum","Silver Maple","Waterdown Woods",1201421.16413869,13099.893366282,"2006",4
"Acer saccharum var. saccharum","Sugar Maple","Andrusyshyn",75074.5303411785,1220.93200693381,"2019",2
"Acer saccharum var. saccharum","Sugar Maple","Clappison Woods",855145.068523948,9861.804672706,"",1
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1979",7
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1980",7
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1991",1
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2003",18
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2004",3
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2006",17
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2009",15
"Acer saccharum var. saccharum","Sugar Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2019",1
"Acer saccharum var. saccharum","Sugar Maple","Esquesing",152311.252096643,1621.70962808104,"1979",1
"Acer saccharum var. saccharum","Sugar Maple","Glenorchy",4044995.26730957,34661.1897742475,"2007",1
"Acer saccharum var. saccharum","Sugar Maple","Glenorchy",4044995.26730957,34661.1897742475,"2008",38
"Acer saccharum var. saccharum","Sugar Maple","Glenorchy",4044995.26730957,34661.1897742475,"2013",1
"Acer saccharum var. saccharum","Sugar Maple","Grindstone Creek",637958.309721377,6179.08721992977,"2006",2
"Acer saccharum var. saccharum","Sugar Maple","Grindstone Creek",637958.309721377,6179.08721992977,"2011",1
"Acer saccharum var. saccharum","Sugar Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1979",20
"Acer saccharum var. saccharum","Sugar Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1980",3
"Acer saccharum var. saccharum","Sugar Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1996",2
"Acer saccharum var. saccharum","Sugar Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2008",7
"Acer saccharum var. saccharum","Sugar Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",76
"Acer saccharum var. saccharum","Sugar Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2010",12
"Acer saccharum var. saccharum","Sugar Maple","Kelso",4595864.23228718,19903.4650662131,"",1
"Acer saccharum var. saccharum","Sugar Maple","Kelso",4595864.23228718,19903.4650662131,"1979",6
"Acer saccharum var. saccharum","Sugar Maple","Kelso",4595864.23228718,19903.4650662131,"1999",1
"Acer saccharum var. saccharum","Sugar Maple","Kelso",4595864.23228718,19903.4650662131,"2006",19
"Acer saccharum var. saccharum","Sugar Maple","Kelso",4595864.23228718,19903.4650662131,"2010",41
"Acer saccharum var. saccharum","Sugar Maple","Kelso",4595864.23228718,19903.4650662131,"2011",28
"Acer saccharum var. saccharum","Sugar Maple","Kerncliff",373252.326825636,5574.40512960949,"2006",2
"Acer saccharum var. saccharum","Sugar Maple","Kilbride",1262241.86645545,10405.2284448954,"1979",2
"Acer saccharum var. saccharum","Sugar Maple","Kilbride",1262241.86645545,10405.2284448954,"1980",1
"Acer saccharum var. saccharum","Sugar Maple","Kiwanis",412201.80317718,2596.28369485983,"1980",2
"Acer saccharum var. saccharum","Sugar Maple","Kiwanis",412201.80317718,2596.28369485983,"2010",11
"Acer saccharum var. saccharum","Sugar Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",2
"Acer saccharum var. saccharum","Sugar Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",8
"Acer saccharum var. saccharum","Sugar Maple","Morrison-Wedgewood",221411.46388788,9606.69071761443,"2010",1
"Acer saccharum var. saccharum","Sugar Maple","Mount Nemo",2041112.44435219,17672.052464976,"1980",1
"Acer saccharum var. saccharum","Sugar Maple","Mount Nemo",2041112.44435219,17672.052464976,"1996",1
"Acer saccharum var. saccharum","Sugar Maple","Mount Nemo",2041112.44435219,17672.052464976,"2003",9
"Acer saccharum var. saccharum","Sugar Maple","Mount Nemo",2041112.44435219,17672.052464976,"2008",18
"Acer saccharum var. saccharum","Sugar Maple","Mountsberg",5567478.30542113,26113.8638965324,"1979",1
"Acer saccharum var. saccharum","Sugar Maple","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Acer saccharum var. saccharum","Sugar Maple","Mountsberg",5567478.30542113,26113.8638965324,"1997",2
"Acer saccharum var. saccharum","Sugar Maple","Mountsberg",5567478.30542113,26113.8638965324,"2013",1
"Acer saccharum var. saccharum","Sugar Maple","Mountsberg",5567478.30542113,26113.8638965324,"2017",20
"Acer saccharum var. saccharum","Sugar Maple","Ontario Heritage Trust",875000.926808534,10204.5181470079,"1995",1
"Acer saccharum var. saccharum","Sugar Maple","Ontario Heritage Trust",875000.926808534,10204.5181470079,"2014",1
"Acer saccharum var. saccharum","Sugar Maple","Paiement",115533.050342404,1588.62169701103,"2012",3
"Acer saccharum var. saccharum","Sugar Maple","Plaikner",223643.259934607,2114.13619646547,"1996",1
"Acer saccharum var. saccharum","Sugar Maple","Plaikner",223643.259934607,2114.13619646547,"2019",1
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1948",1
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1979",1
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1980",2
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1997",1
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",2
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2007",2
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",4
"Acer saccharum var. saccharum","Sugar Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2016",1
"Acer saccharum var. saccharum","Sugar Maple","Robert Edmondson",309578.771140501,2556.27669523835,"1980",2
"Acer saccharum var. saccharum","Sugar Maple","Shanahan",685139.918946232,3958.93150142607,"1980",1
"Acer saccharum var. saccharum","Sugar Maple","Shanahan",685139.918946232,3958.93150142607,"1994",1
"Acer saccharum var. saccharum","Sugar Maple","Shanahan",685139.918946232,3958.93150142607,"1997",2
"Acer saccharum var. saccharum","Sugar Maple","Shanahan",685139.918946232,3958.93150142607,"2003",10
"Acer saccharum var. saccharum","Sugar Maple","Speyside",261658.286859765,2675.93948459162,"1997",2
"Acer saccharum var. saccharum","Sugar Maple","Speyside",261658.286859765,2675.93948459162,"2013",1
"Acer saccharum var. saccharum","Sugar Maple","Tirion",201397.597452191,1963.85244232389,"1980",1
"Acer saccharum var. saccharum","Sugar Maple","Waterdown Woods",1201421.16413869,13099.893366282,"2006",8
"Acer saccharum var. saccharum","Sugar Maple","Waterdown Woods",1201421.16413869,13099.893366282,"2013",1
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"",1
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1979",2
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1980",2
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2003",7
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2004",4
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2006",3
"Acer spicatum","Mountain Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2009",9
"Acer spicatum","Mountain Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1979",10
"Acer spicatum","Mountain Maple","Hilton Falls",6554966.97885713,21467.8635752883,"1980",4
"Acer spicatum","Mountain Maple","Hilton Falls",6554966.97885713,21467.8635752883,"2009",10
"Acer spicatum","Mountain Maple","Kelso",4595864.23228718,19903.4650662131,"1979",4
"Acer spicatum","Mountain Maple","Kelso",4595864.23228718,19903.4650662131,"2006",3
"Acer spicatum","Mountain Maple","Kelso",4595864.23228718,19903.4650662131,"2010",3
"Acer spicatum","Mountain Maple","Kelso",4595864.23228718,19903.4650662131,"2011",5
"Acer spicatum","Mountain Maple","Kiwanis",412201.80317718,2596.28369485983,"1980",2
"Acer spicatum","Mountain Maple","Kiwanis",412201.80317718,2596.28369485983,"2010",2
"Acer spicatum","Mountain Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"1980",3
"Acer spicatum","Mountain Maple","Moffat-Badenoch Swamp",1605223.23117661,10018.3092689198,"2007",2
"Acer spicatum","Mountain Maple","Mount Nemo",2041112.44435219,17672.052464976,"1979",1
"Acer spicatum","Mountain Maple","Mount Nemo",2041112.44435219,17672.052464976,"1980",2
"Acer spicatum","Mountain Maple","Mount Nemo",2041112.44435219,17672.052464976,"2003",2
"Acer spicatum","Mountain Maple","Mount Nemo",2041112.44435219,17672.052464976,"2008",11
"Acer spicatum","Mountain Maple","Mountsberg",5567478.30542113,26113.8638965324,"1979",1
"Acer spicatum","Mountain Maple","Mountsberg",5567478.30542113,26113.8638965324,"1980",2
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"",1
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1948",1
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1979",2
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"1983",1
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2006",1
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2007",3
"Acer spicatum","Mountain Maple","Rattlesnake Point",3134841.54723394,17343.8762811828,"2009",5
"Acer spicatum","Mountain Maple","Shanahan",685139.918946232,3958.93150142607,"1994",1
"Acer spicatum","Mountain Maple","Shanahan",685139.918946232,3958.93150142607,"1995",2
"Acer spicatum","Mountain Maple","Shanahan",685139.918946232,3958.93150142607,"2003",4
"Acer spicatum","Mountain Maple","Tirion",201397.597452191,1963.85244232389,"1980",1
"Acer x freemanii","Freemans Maple","Andrusyshyn",75074.5303411785,1220.93200693381,"2019",1
"Acer x freemanii","Freemans Maple","Crawford Lake",3533574.91668159,15716.7101569121,"1993",1
"Acer x freemanii","Freemans Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2003",5
"Acer x freemanii","Freemans Maple","Crawford Lake",3533574.91668159,15716.7101569121,"2004",1
"Acer x freemanii","Freemans Maple","Glenorchy",4044995.26730957,34661.1897742475,"2002",1
